"application_type";"IND_num";"studyID"
"IND";"IND146502";"8002506"
"IND";"IND146515";"1372031"
"IND";"IND146515";"1372035"
"IND";"IND146515";"2928-010"
"IND";"IND146515";"2928-011"
"IND";"IND146516";"1731-19187"
"IND";"IND146516";"1731-19188"
"IND";"IND146516";"2705-20052"
"IND";"IND146516";"2705-20053"
"IND";"IND146529";"2100-490"
"IND";"IND146529";"2100-491"
"IND";"IND146529";"TA18-122"
"IND";"IND146529";"TA19-016"
"IND";"IND146529";"TA19-173"
"IND";"IND146529";"TB18-123"
"IND";"IND146529";"TB19-017"
"IND";"IND146529";"TB19-174"
"IND";"IND146532";"1617-19157"
"IND";"IND146532";"1617-19158"
"IND";"IND146537";"0621-19028"
"IND";"IND146537";"0621-19029"
"IND";"IND146537";"0621-19093"
"IND";"IND146537";"0621-19094"
"IND";"IND146537";"0621-19173"
"IND";"IND146537";"0621-19174"
"IND";"IND146568";"A2019034-T011-01"
"IND";"IND146568";"A2019034-T012-01"
"IND";"IND146570";"741-0019-TX"
"IND";"IND146570";"741-0020-TX"
"IND";"IND146571";"18B104"
"IND";"IND146571";"18B105"
"IND";"IND146571";"18B180"
"IND";"IND146571";"18B186"
"IND";"IND146571";"19B011"
"IND";"IND146571";"19B058"
"IND";"IND146571";"19B059"
"IND";"IND146571";"NQ13BJ"
"IND";"IND146571";"NR26XB"
"IND";"IND146571";"QS65JQ"
"IND";"IND146571";"VG23NM"
"IND";"IND146572";"663-0014-TX"
"IND";"IND146572";"663-0015-TX"
"IND";"IND146572";"663-0027-TX"
"IND";"IND146572";"663-0028-TX"
"IND";"IND146575";"582-0020-TX"
"IND";"IND146575";"582-0023-TX"
"IND";"IND146575";"582-0024-TX"
"IND";"IND146575";"582-0033-TX"
"IND";"IND146575";"582-0040-TX"
"IND";"IND146575";"SW18-4492"
"IND";"IND146575";"SW18-4502"
"IND";"IND146591";"665-0007-TX"
"IND";"IND146591";"665-0012-TX"
"IND";"IND146591";"665-0013-TX"
"IND";"IND146591";"665-0014-TX"
"IND";"IND146591";"665-0015-TX"
"IND";"IND146591";"78103-18-851"
"IND";"IND146614";"541-0055-TX"
"IND";"IND146614";"541-0056-TX"
"IND";"IND146614";"541-0057-TX"
"IND";"IND146614";"541-0072-TX"
"IND";"IND146614";"541-0073-TX"
"IND";"IND146614";"N2003614"
"IND";"IND146614";"VNG7325"
"IND";"IND146628";"A2019055-T011-01"
"IND";"IND146628";"A2019055-T012-01"
"IND";"IND146635";"8407479"
"IND";"IND146635";"8407480"
"IND";"IND146661";"519457"
"IND";"IND146661";"519458"
"IND";"IND146661";"519534"
"IND";"IND146668";"1770502"
"IND";"IND146668";"1870028"
"IND";"IND146668";"1870042"
"IND";"IND146682";"2019-0150"
"IND";"IND146682";"2019-0151"
"IND";"IND146700";"8412789"
"IND";"IND146700";"8420849"
"IND";"IND146707";"B-8534"
"IND";"IND146707";"B-8535"
"IND";"IND146707";"B-8634"
"IND";"IND146724";"20253978"
"IND";"IND146724";"20253980"
"IND";"IND146724";"3.11E+11"
"IND";"IND146724";"3.11E+11"
"IND";"IND146737";"691040"
"IND";"IND146737";"691041"
"IND";"IND146737";"691044"
"IND";"IND146737";"20107715"
"IND";"IND146737";"20107716"
"IND";"IND146739";"P18-S256-RD"
"IND";"IND146739";"P18-S256-SD"
"IND";"IND146739";"R18-S256-RD"
"IND";"IND146739";"R18-S256-SD"
"IND";"IND146740";"18-001001"
"IND";"IND146740";"18-001101"
"IND";"IND146746";"62585"
"IND";"IND146746";"73534"
"IND";"IND146752";"7300766"
"IND";"IND146752";"7300767"
"IND";"IND146752";"7300948"
"IND";"IND146752";"7300949"
"IND";"IND146754";"BP90YV"
"IND";"IND146754";"CC-DISC-ET-2815"
"IND";"IND146754";"CY27CQ"
"IND";"IND146754";"GM45VS"
"IND";"IND146754";"KV65CS"
"IND";"IND146754";"XS81WH"
"IND";"IND146754";"YV92WD"
"IND";"IND146762";"37691"
"IND";"IND146762";"37747"
"IND";"IND146762";"1020-2122"
"IND";"IND146762";"1259DS126_001"
"IND";"IND146762";"1275RS126_001"
"IND";"IND146762";"2020-2112"
"IND";"IND146765";"20157395"
"IND";"IND146765";"20157411"
"IND";"IND146765";"20157412"
"IND";"IND146765";"20157413"
"IND";"IND146765";"20190254"
"IND";"IND146765";"20190256"
"IND";"IND146765";"20207774"
"IND";"IND146766";"2100-423"
"IND";"IND146766";"2100-424"
"IND";"IND146766";"2100-462"
"IND";"IND146766";"2100-473"
"IND";"IND146766";"TA19-028"
"IND";"IND146766";"TA19-112"
"IND";"IND146766";"TB19-030"
"IND";"IND146766";"TB19-116"
"IND";"IND146775";"413560-2019041901-RPK"
"IND";"IND146775";"8407136"
"IND";"IND146775";"8407137"
"IND";"IND146775";"8407138"
"IND";"IND146775";"8407139"
"IND";"IND146800";"B-8513"
"IND";"IND146800";"JB18446"
"IND";"IND146800";"N0600"
"IND";"IND146800";"N0619"
"IND";"IND146800";"N-2118"
"IND";"IND146800";"N-2119"
"IND";"IND146800";"SBL198-434"
"IND";"IND146800";"SBL198-453"
"IND";"IND146801";"JB18487"
"IND";"IND146801";"JB18574"
"IND";"IND146801";"JB19200"
"IND";"IND146801";"JB19225"
"IND";"IND146801";"N0613"
"IND";"IND146801";"SBL198-464"
"IND";"IND146801";"Z0897"
"IND";"IND146801";"Z0902"
"IND";"IND146802";"20190982"
"IND";"IND146802";"20190983"
"IND";"IND146802";"20190985"
"IND";"IND146802";"B19136"
"IND";"IND146810";"72203-17-855"
"IND";"IND146810";"72203-18-135"
"IND";"IND146810";"72203-18-155"
"IND";"IND146810";"72203-18-848"
"IND";"IND146810";"72203-19-622"
"IND";"IND146810";"72203-19-623"
"IND";"IND146810";"72203-201042"
"IND";"IND146810";"72203-201043"
"IND";"IND146810";"72203-201108"
"IND";"IND146813";"20198207"
"IND";"IND146813";"20206010"
"IND";"IND146813";"20219882"
"IND";"IND146813";"20252768"
"IND";"IND146815";"507515"
"IND";"IND146815";"508414"
"IND";"IND146815";"AB21882"
"IND";"IND146820";"20238458"
"IND";"IND146866";"192401"
"IND";"IND146866";"SBL102-363"
"IND";"IND146868";"20229564"
"IND";"IND146877";"583-0011-TX"
"IND";"IND146877";"583-0012-TX"
"IND";"IND146877";"583-0013-TX"
"IND";"IND146877";"583-0014-TX"
"IND";"IND146877";"583-0015-TX"
"IND";"IND146877";"583-0016-TX"
"IND";"IND146881";"37161"
"IND";"IND146881";"20248858"
"IND";"IND146881";"20248861"
"IND";"IND146881";"3159-008"
"IND";"IND146881";"3159-009"
"IND";"IND146881";"77603-191330"
"IND";"IND146881";"77603-19-603"
"IND";"IND146881";"IVP-VRL-Local Tox-12152019"
"IND";"IND146881";"IVP-VRL-MTD-07022019"
"IND";"IND146891";"668-0024-TX"
"IND";"IND146891";"668-0025-TX"
"IND";"IND146891";"668-0031-TX"
"IND";"IND146891";"668-0040-TX"
"IND";"IND146892";"825016"
"IND";"IND146892";"20209876"
"IND";"IND146918";"31221"
"IND";"IND146918";"31222"
"IND";"IND146918";"31223"
"IND";"IND146918";"73631"
"IND";"IND146918";"73632"
"IND";"IND146918";"73633"
"IND";"IND146956";"A2018130-T005-01"
"IND";"IND146956";"A2018130-T014-01"
"IND";"IND146971";"2100-367"
"IND";"IND146971";"8410053"
"IND";"IND146971";"8410054"
"IND";"IND147003";"18GR185"
"IND";"IND147003";"18GR200"
"IND";"IND147003";"18LJ074"
"IND";"IND147003";"19GR147"
"IND";"IND147003";"19GR148"
"IND";"IND147005";"20240326"
"IND";"IND147005";"20240327"
"IND";"IND147006";"5002979"
"IND";"IND147011";"1259029"
"IND";"IND147011";"1259030"
"IND";"IND147011";"20193103"
"IND";"IND147011";"20193105"
"IND";"IND147011";"20203578"
"IND";"IND147011";"20203579"
"IND";"IND147011";"8002908"
"IND";"IND147011";"8002909"
"IND";"IND147012";"2534-011"
"IND";"IND147012";"FY18-074B"
"IND";"IND147012";"FY18-083B"
"IND";"IND147045";"18GR119"
"IND";"IND147045";"18GR160"
"IND";"IND147045";"18LJ061"
"IND";"IND147045";"19GR050"
"IND";"IND147045";"19GR112"
"IND";"IND147056";"1017-1261"
"IND";"IND147056";"1017-1271"
"IND";"IND147056";"1017-1282"
"IND";"IND147056";"1017-3531"
"IND";"IND147056";"1017-3542"
"IND";"IND147056";"2017-1241"
"IND";"IND147056";"2017-1252"
"IND";"IND147081";"AJ084R"
"IND";"IND147081";"AJ085D"
"IND";"IND147081";"AJ086R"
"IND";"IND147081";"AJ087D"
"IND";"IND147088";"8441871"
"IND";"IND147088";"8441872"
"IND";"IND147122";"1686-19009"
"IND";"IND147122";"1686-19010"
"IND";"IND147137";"519516"
"IND";"IND147137";"20158242"
"IND";"IND147137";"20163758"
"IND";"IND147137";"SNBL.292.10"
"IND";"IND147137";"T18-07-04"
"IND";"IND147137";"T18-08-04"
"IND";"IND147145";"20190842"
"IND";"IND147145";"20237555"
"IND";"IND147145";"20237556"
"IND";"IND147145";"20272444"
"IND";"IND147146";"8382966"
"IND";"IND147146";"8382967"
"IND";"IND147149";"8387187"
"IND";"IND147149";"8394610"
"IND";"IND147149";"8410132"
"IND";"IND147150";"20162332"
"IND";"IND147150";"20168426"
"IND";"IND147150";"20188544"
"IND";"IND147150";"20215898"
"IND";"IND147150";"20246995"
"IND";"IND147150";"529-705"
"IND";"IND147150";"8426804"
"IND";"IND147178";"P19-S017-RD"
"IND";"IND147178";"P19-S017-SD"
"IND";"IND147178";"R19-S017-RD"
"IND";"IND147178";"R19-S017-SD"
"IND";"IND147182";"6901900"
"IND";"IND147182";"6901901"
"IND";"IND147182";"8002542"
"IND";"IND147182";"8002543"
"IND";"IND147188";"18B032"
"IND";"IND147188";"18B057"
"IND";"IND147188";"18B063"
"IND";"IND147188";"18B091"
"IND";"IND147188";"KF67CF"
"IND";"IND147188";"VR52XV"
"IND";"IND147190";"BD98NQ"
"IND";"IND147190";"GD10TW"
"IND";"IND147190";"QX79DV"
"IND";"IND147190";"RJ33CS"
"IND";"IND147191";"BD98NQ"
"IND";"IND147191";"GD10TW"
"IND";"IND147191";"LR01MT"
"IND";"IND147191";"QX79DV"
"IND";"IND147191";"RJ33CS"
"IND";"IND147248";"20192594"
"IND";"IND147264";"CL74JY"
"IND";"IND147264";"WF90SB"
"IND";"IND147297";"53703-18-525"
"IND";"IND147297";"53703-18-816"
"IND";"IND147297";"53703-18-954"
"IND";"IND147297";"53703-18-955"
"IND";"IND147297";"53703-19-122"
"IND";"IND147297";"53703-19-581"
"IND";"IND147305";"FY19_019A"
"IND";"IND147305";"FY19_020A"
"IND";"IND147305";"FY19-019B"
"IND";"IND147339";"18-2204"
"IND";"IND147339";"19-0684"
"IND";"IND147339";"19-1136"
"IND";"IND147339";"19-1394"
"IND";"IND147339";"20202897"
"IND";"IND147339";"20202898"
"IND";"IND147339";"8002663"
"IND";"IND147339";"8407325"
"IND";"IND147339";"8407325A"
"IND";"IND147339";"8407333"
"IND";"IND147340";"901028"
"IND";"IND147340";"901030"
"IND";"IND147340";"901032"
"IND";"IND147340";"20228864"
"IND";"IND147340";"20228865"
"IND";"IND147346";"552-0001-TX"
"IND";"IND147346";"8376332"
"IND";"IND147346";"8376333"
"IND";"IND147346";"8376335"
"IND";"IND147348";"1867RD1"
"IND";"IND147348";"1867RD2"
"IND";"IND147351";"2079-012"
"IND";"IND147351";"2079-013"
"IND";"IND147387";"5701148"
"IND";"IND147387";"5701254"
"IND";"IND147401";"BT001P"
"IND";"IND147401";"BT002R"
"IND";"IND147401";"BT004P"
"IND";"IND147403";"1846-19296"
"IND";"IND147403";"1846-19297"
"IND";"IND147403";"1846-19299"
"IND";"IND147403";"743-0005-TX"
"IND";"IND147403";"SW19-5005"
"IND";"IND147405";"20201290"
"IND";"IND147405";"20201297"
"IND";"IND147405";"20215736"
"IND";"IND147405";"20215737"
"IND";"IND147405";"20215896"
"IND";"IND147406";"20165059"
"IND";"IND147406";"2696-006"
"IND";"IND147407";"1019-070"
"IND";"IND147407";"1019-071"
"IND";"IND147420";"37226"
"IND";"IND147420";"G14632"
"IND";"IND147429";"576-0013-TX"
"IND";"IND147429";"576-0014-TX"
"IND";"IND147429";"OLP-18C-001-TX"
"IND";"IND147429";"OLP-18L-003-TX"
"IND";"IND147456";"20212795"
"IND";"IND147456";"20217963"
"IND";"IND147456";"20217973"
"IND";"IND147456";"TOX13892"
"IND";"IND147458";"8404754"
"IND";"IND147461";"519545"
"IND";"IND147461";"292.11"
"IND";"IND147461";"292.12"
"IND";"IND147461";"SNBL.292.09"
"IND";"IND147461";"T18-09-01"
"IND";"IND147461";"T18-11-06"
"IND";"IND147464";"08006-19167"
"IND";"IND147464";"08006-19169"
"IND";"IND147464";"08006-19170"
"IND";"IND147464";"08006-19171"
"IND";"IND147470";"8377740"
"IND";"IND147470";"8377741"
"IND";"IND147470";"8400300"
"IND";"IND147470";"8400301"
"IND";"IND147476";"20196296"
"IND";"IND147501";"523043"
"IND";"IND147501";"523050"
"IND";"IND147501";"1144-036"
"IND";"IND147501";"20191886"
"IND";"IND147501";"20260392"
"IND";"IND147501";"20260393"
"IND";"IND147501";"20302376"
"IND";"IND147511";"1727-228"
"IND";"IND147511";"SBL036-293"
"IND";"IND147511";"SBL036-295"
"IND";"IND147511";"SBL036-313"
"IND";"IND147511";"TOX18-0042"
"IND";"IND147511";"TOX18-0043"
"IND";"IND147511";"TOX18-0123"
"IND";"IND147517";"3044-010"
"IND";"IND147549";"879-0008-TX"
"IND";"IND147549";"879-0009-TX"
"IND";"IND147549";"879-0010-TX"
"IND";"IND147549";"879-0011-TX"
"IND";"IND147554";"8456590"
"IND";"IND147554";"8456592"
"IND";"IND147562";"1870024"
"IND";"IND147562";"1870110"
"IND";"IND147562";"1870111"
"IND";"IND147562";"1870112"
"IND";"IND147562";"5002690"
"IND";"IND147592";"124821"
"IND";"IND147592";"124831"
"IND";"IND147592";"124832"
"IND";"IND147592";"124833"
"IND";"IND147592";"124856"
"IND";"IND147592";"124857"
"IND";"IND147592";"124860"
"IND";"IND147592";"124878"
"IND";"IND147592";"124879"
"IND";"IND147592";"124923"
"IND";"IND147592";"124924"
"IND";"IND147592";"124929"
"IND";"IND147592";"124930"
"IND";"IND147609";"1470522"
"IND";"IND147609";"1470523"
"IND";"IND147618";"20225139"
"IND";"IND147628";"1045005"
"IND";"IND147628";"1045006"
"IND";"IND147628";"51603-18-903"
"IND";"IND147628";"51603-18-904"
"IND";"IND147631";"18B062"
"IND";"IND147631";"18B083"
"IND";"IND147631";"18B128"
"IND";"IND147631";"8419673"
"IND";"IND147631";"GM20LK"
"IND";"IND147631";"JJ66JJ"
"IND";"IND147631";"YK27NK"
"IND";"IND147677";"1406005"
"IND";"IND147677";"20236495"
"IND";"IND147677";"20236503"
"IND";"IND147677";"20236506"
"IND";"IND147677";"20250918"
"IND";"IND147677";"20284932"
"IND";"IND147695";"20263741"
"IND";"IND147697";"20137456"
"IND";"IND147697";"20179993"
"IND";"IND147697";"5002686"
"IND";"IND147697";"5003000"
"IND";"IND147701";"8415665"
"IND";"IND147701";"8417119"
"IND";"IND147701";"8417123"
"IND";"IND147701";"8417124"
"IND";"IND147705";"1119-5622"
"IND";"IND147705";"1119-5631"
"IND";"IND147705";"1119-5642"
"IND";"IND147705";"1119-5661"
"IND";"IND147705";"2119-4821"
"IND";"IND147705";"2119-5411"
"IND";"IND147705";"2119-5561"
"IND";"IND147705";"2119-5572"
"IND";"IND147705";"8003122"
"IND";"IND147705";"8003123"
"IND";"IND147705";"8003447"
"IND";"IND147709";"650-0007-TX"
"IND";"IND147709";"650-0013-TX"
"IND";"IND147709";"650-0014-TX"
"IND";"IND147709";"650-0015-TX"
"IND";"IND147713";"20160245"
"IND";"IND147713";"20199055"
"IND";"IND147713";"20204931"
"IND";"IND147713";"20256874"
"IND";"IND147713";"265.75"
"IND";"IND147718";"YT14JL"
"IND";"IND147734";"1259DE27_001"
"IND";"IND147734";"1686-19010"
"IND";"IND147734";"20265197"
"IND";"IND147734";"tt201014"
"IND";"IND147734";"tt205603"
"IND";"IND147759";"20-1184"
"IND";"IND147759";"20-1185"
"IND";"IND147759";"21-1271"
"IND";"IND147773";"8002368"
"IND";"IND147773";"8002369"
"IND";"IND147773";"8392256"
"IND";"IND147773";"8408401"
"IND";"IND147773";"8408402"
"IND";"IND147773";"D32032N"
"IND";"IND147773";"R71357N"
"IND";"IND147796";"2100-408"
"IND";"IND147796";"2100-420"
"IND";"IND147796";"TA19-014"
"IND";"IND147796";"TA19-101"
"IND";"IND147796";"TC19-032"
"IND";"IND147796";"TC19-135"
"IND";"IND147800";"18-1317"
"IND";"IND147800";"SBL148-098"
"IND";"IND147800";"SBL148-099"
"IND";"IND147800";"SBL148-132"
"IND";"IND147832";"199-0090-TX"
"IND";"IND147832";"199-0091-TX"
"IND";"IND147832";"199-0125-TX"
"IND";"IND147833";"20203092"
"IND";"IND147877";"20225802"
"IND";"IND147877";"SBL501-166"
"IND";"IND147877";"SNBL-PKll-20002"
"IND";"IND147878";"509287"
"IND";"IND147878";"506637"
"IND";"IND147878";"506642"
"IND";"IND147878";"509266"
"IND";"IND147880";"1157006"
"IND";"IND147880";"1157007"
"IND";"IND147880";"1157008"
"IND";"IND147880";"1157009"
"IND";"IND147885";"B190451"
"IND";"IND147885";"B190452"
"IND";"IND147885";"T18011"
"IND";"IND147885";"T18012"
"IND";"IND147924";"20240532"
"IND";"IND147924";"DDK0137"
"IND";"IND147956";"20195942"
"IND";"IND147968";"G20320"
"IND";"IND147968";"G20321"
"IND";"IND147971";"66702-200345"
"IND";"IND147971";"66703-19-078"
"IND";"IND147971";"66703-19-079"
"IND";"IND147971";"66703-19-666"
"IND";"IND147971";"66703-19-667"
"IND";"IND147972";"8400078"
"IND";"IND147972";"8403130"
"IND";"IND147977";"HK40WX"
"IND";"IND147977";"LB54VS"
"IND";"IND147977";"LK24YN"
"IND";"IND147977";"PT21DK"
"IND";"IND147977";"TS79VW"
"IND";"IND147990";"JXB0009"
"IND";"IND147990";"NJ83FC"
"IND";"IND147992";"DT-1857-159"
"IND";"IND147992";"DT-1857-160"
"IND";"IND148000";"0436DA169_002"
"IND";"IND148000";"0436PA169_003"
"IND";"IND148000";"0436RA169_001"
"IND";"IND148000";"0440DA169_002"
"IND";"IND148000";"0440PA169_003"
"IND";"IND148000";"0440RA169_001"
"IND";"IND148000";"8403203"
"IND";"IND148000";"8403204"
"IND";"IND148000";"8403207"
"IND";"IND148032";"2070155"
"IND";"IND148032";"2070223"
"IND";"IND148098";"1252.05"
"IND";"IND148098";"1252.07"
"IND";"IND148098";"1252.1"
"IND";"IND148130";"5002987"
"IND";"IND148130";"tt191002"
"IND";"IND148130";"tt201000"
"IND";"IND148144";"1771-19099"
"IND";"IND148144";"1771-19100"
"IND";"IND148144";"1771-20062"
"IND";"IND148144";"1771-20066"
"IND";"IND148165";"2730-004"
"IND";"IND148165";"2730-013"
"IND";"IND148165";"2730-015"
"IND";"IND148209";"2100-461"
"IND";"IND148209";"2100-474"
"IND";"IND148209";"TA19-151"
"IND";"IND148209";"TA19-179"
"IND";"IND148209";"TB19-152"
"IND";"IND148209";"TB19-180"
"IND";"IND148211";"2758-001"
"IND";"IND148211";"2758-002"
"IND";"IND148211";"3096-006"
"IND";"IND148213";"45122TCP"
"IND";"IND148214";"85503-19-059"
"IND";"IND148214";"85503-19-132"
"IND";"IND148224";"2698-20145"
"IND";"IND148224";"2698-20146"
"IND";"IND148239";"20183890"
"IND";"IND148239";"20190068"
"IND";"IND148239";"8400533"
"IND";"IND148239";"8408428"
"IND";"IND148239";"8591P17"
"IND";"IND148239";"8725P18"
"IND";"IND148239";"8773P18"
"IND";"IND148239";"AB22139"
"IND";"IND148239";"AB22597"
"IND";"IND148258";"8382542"
"IND";"IND148258";"8382546"
"IND";"IND148258";"8382547"
"IND";"IND148258";"8382554"
"IND";"IND148258";"8413650"
"IND";"IND148278";"130-735"
"IND";"IND148278";"130-739"
"IND";"IND148300";"917-0020-TX"
"IND";"IND148300";"917-0021-TX"
"IND";"IND148300";"917-0042-TX"
"IND";"IND148301";"BMQ009-TX04"
"IND";"IND148361";"20164891"
"IND";"IND148373";"8409684"
"IND";"IND148373";"8418004"
"IND";"IND148391";"700160"
"IND";"IND148399";"DF31PD"
"IND";"IND148399";"DG26CM"
"IND";"IND148399";"RK73MC"
"IND";"IND148417";"S18130RD1"
"IND";"IND148417";"S18130RD2"
"IND";"IND148558";"19GR287"
"IND";"IND148565";"8424683"
"IND";"IND148604";"BH005R"
"IND";"IND148604";"BH006R"
"IND";"IND148604";"BH008D"
"IND";"IND148604";"BH013D"
"IND";"IND148604";"BH023R"
"IND";"IND148619";"0436DS133_001"
"IND";"IND148619";"1259DS133_001"
"IND";"IND148619";"1275RS133_001"
"IND";"IND148671";"18GR006"
"IND";"IND148671";"18GR007"
"IND";"IND148671";"19GR251"
"IND";"IND148671";"8400521"
"IND";"IND148671";"8419566"
"IND";"IND148671";"VB66TL"
"IND";"IND149129";"2723-001"
"IND";"IND149129";"2723-006"
"IND";"IND149129";"2723-009"
"IND";"IND149129";"62722"
"IND";"IND149129";"74649"
"IND";"IND149130";"8378238"
"IND";"IND149130";"8378239"
"IND";"IND149130";"8382730"
"IND";"IND149130";"8382731"
"IND";"IND149136";"T103529-0"
"IND";"IND149136";"T103563-8"
"IND";"IND149136";"T103828-2"
"IND";"IND149136";"T103847-3"
"IND";"IND149137";"18CB14"
"IND";"IND149137";"18CB16"
"IND";"IND149137";"18CB24"
"IND";"IND149137";"19CA03"
"IND";"IND149137";"19CA04"
"IND";"IND149144";"763.321.5927"
"IND";"IND149184";"687-0008-TX"
"IND";"IND149184";"687-0009-TX"
"IND";"IND149184";"8426067"
"IND";"IND149184";"8426068"
"IND";"IND149184";"8426077"
"IND";"IND149184";"8426079"
"IND";"IND149207";"1120-0521"
"IND";"IND149207";"1120-0533"
"IND";"IND149209";"1888AD1"
"IND";"IND149209";"1888AD2"
"IND";"IND149209";"1888NG1"
"IND";"IND149209";"1888NG2"
"IND";"IND149209";"1888RD1"
"IND";"IND149209";"1888RD2"
"IND";"IND149211";"89903-19-254"
"IND";"IND149211";"89903-19-255"
"IND";"IND149211";"89903-19-256"
"IND";"IND149211";"89903-19-257"
"IND";"IND149211";"89903-19-258"
"IND";"IND149211";"89903-19-259"
"IND";"IND149220";"6902021"
"IND";"IND149220";"7300737"
"IND";"IND149220";"7300738"
"IND";"IND149220";"7300757"
"IND";"IND149220";"7300758"
"IND";"IND149220";"7300864"
"IND";"IND149220";"7300865"
"IND";"IND149226";"2437-14586"
"IND";"IND149226";"2437-14587"
"IND";"IND149242";"8426211"
"IND";"IND149242";"8426212"
"IND";"IND149242";"8427028"
"IND";"IND149242";"8427029"
"IND";"IND149242";"8447792"
"IND";"IND149242";"INV232"
"IND";"IND149242";"INV233"
"IND";"IND149242";"INV238"
"IND";"IND149264";"20205670"
"IND";"IND149264";"2995-015"
"IND";"IND149282";"2649-028"
"IND";"IND149287";"1427.01"
"IND";"IND149305";"20206230"
"IND";"IND149305";"2769-001"
"IND";"IND149305";"2769-007"
"IND";"IND149315";"732-0030-TX"
"IND";"IND149317";"455-0039-TX"
"IND";"IND149317";"455-0040-TX"
"IND";"IND149317";"455-0051-TX"
"IND";"IND149317";"455-0052-TX"
"IND";"IND149322";"1017-3693"
"IND";"IND149322";"1017-3703"
"IND";"IND149349";"8375441"
"IND";"IND149349";"8375442"
"IND";"IND149372";"GW02TC"
"IND";"IND149372";"KL07TV"
"IND";"IND149413";"D17-090-CD"
"IND";"IND149413";"D17-090-JD"
"IND";"IND149413";"D17-S034-SP"
"IND";"IND149413";"D19-218-RD"
"IND";"IND149413";"R17-090-CD"
"IND";"IND149413";"R17-090-JD"
"IND";"IND149413";"R19-218-RD"
"IND";"IND149423";"20166661"
"IND";"IND149423";"20219627"
"IND";"IND149424";"2019-TX-174"
"IND";"IND149424";"2019-TX-177"
"IND";"IND149424";"2019-TX-178"
"IND";"IND149424";"2119-5192"
"IND";"IND149424";"424-0103-TX"
"IND";"IND149424";"424-0104-TX"
"IND";"IND149424";"424-0122-SP"
"IND";"IND149424";"424-0126-TX"
"IND";"IND149424";"424-0127-TX"
"IND";"IND149424";"6902077"
"IND";"IND149425";"2019-TX-166"
"IND";"IND149425";"2019-TX-168"
"IND";"IND149425";"2019-TX-169"
"IND";"IND149425";"2119-5972"
"IND";"IND149425";"424-0107-TX"
"IND";"IND149425";"424-0108-TX"
"IND";"IND149425";"424-0139-SP"
"IND";"IND149425";"424-0141-SP"
"IND";"IND149425";"424-0145-TX"
"IND";"IND149425";"424-0146-TX"
"IND";"IND149425";"424-0154-TX"
"IND";"IND149425";"424-0155-TX"
"IND";"IND149427";"20166312"
"IND";"IND149427";"20187081"
"IND";"IND149433";"20190698"
"IND";"IND149433";"20190699"
"IND";"IND149433";"20190700"
"IND";"IND149433";"20190701"
"IND";"IND149433";"20190710"
"IND";"IND149433";"20215760"
"IND";"IND149433";"20215761"
"IND";"IND149433";"20237852"
"IND";"IND149433";"20237853"
"IND";"IND149471";"36353"
"IND";"IND149471";"36354"
"IND";"IND149471";"36355"
"IND";"IND149471";"36356"
"IND";"IND149487";"8415213"
"IND";"IND149487";"8415214"
"IND";"IND149487";"8415690"
"IND";"IND149487";"8417374"
"IND";"IND149487";"8454899"
"IND";"IND149487";"8454900"
"IND";"IND149573";"854-0018-TX"
"IND";"IND149595";"90203-19-463"
"IND";"IND149606";"20253978"
"IND";"IND149606";"20253980"
"IND";"IND149625";"1477007"
"IND";"IND149778";"19GR182"
"IND";"IND149778";"19GR246"
"IND";"IND149778";"19GR352"
"IND";"IND149778";"19GR353"
"IND";"IND149778";"19LJ062"
"IND";"IND149778";"19LJ068"
"IND";"IND149800";"37751"
"IND";"IND149800";"37944"
"IND";"IND149800";"37948"
"IND";"IND149800";"37950"
"IND";"IND149842";"20B037"
"IND";"IND149842";"20B068"
"IND";"IND149842";"47935TSR"
"IND";"IND149842";"8442502"
"IND";"IND149845";"473.04"
"IND";"IND149845";"473.05"
"IND";"IND149848";"1228015"
"IND";"IND149848";"1228016"
"IND";"IND149848";"8421500"
"IND";"IND149848";"8421503"
"IND";"IND149848";"8421504"
"IND";"IND149848";"8422217"
"IND";"IND149848";"8470381"
"IND";"IND149870";"82102-19-677"
"IND";"IND149870";"82103-19-307"
"IND";"IND149870";"82103-19-308"
"IND";"IND149870";"82103-19-309"
"IND";"IND149870";"82103-19-310"
"IND";"IND149904";"G119092"
"IND";"IND149904";"G219017"
"IND";"IND149932";"8002934"
"IND";"IND149942";"5002773"
"IND";"IND149942";"5003196"
"IND";"IND149942";"8002683"
"IND";"IND149958";"520-0020-TX"
"IND";"IND149958";"520-0021-TX"
"IND";"IND149958";"520-0022-TX"
"IND";"IND149958";"520-0023-TX"
"IND";"IND150009";"P20-S138-RD"
"IND";"IND150017";"1727-227"
"IND";"IND150017";"1727-228"
"IND";"IND150064";"8393899"
"IND";"IND150064";"8393900"
"IND";"IND150064";"8409990"
"IND";"IND150064";"8411152"
"IND";"IND150065";"1018-5242"
"IND";"IND150065";"1018-5361"
"IND";"IND150114";"511-20090011"
"IND";"IND150116";"6902001"
"IND";"IND150116";"DN19081"
"IND";"IND150116";"DN19082"
"IND";"IND150116";"DN20038"
"IND";"IND150116";"DN20039"
"IND";"IND150116";"U-18182"
"IND";"IND150117";"8420704"
"IND";"IND150136";"20224105"
"IND";"IND150136";"20224120"
"IND";"IND150136";"20224125"
"IND";"IND150136";"20230627"
"IND";"IND150136";"3074-034"
"IND";"IND150149";"T103634-7"
"IND";"IND150149";"T103679-6"
"IND";"IND150149";"T104756-3"
